电影ID,电影链接,电影名称,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb,豆瓣评分,评价人数,5星,4星
1294315,https://movie.douban.com/subject/1294315/,捆着我，绑着我 ¡Átame! (1989),佩德罗·阿莫多瓦,佩德罗·阿莫多瓦,维多利亚·阿夫里尔 / 安东尼奥·班德拉斯 / 洛莱斯·莱昂 / 玛丽亚·巴兰科 / 萝西·德·帕尔马 / 更多...,剧情 / 喜剧 / 爱情 / 情色 / 犯罪,西班牙,西班牙语,1989-12-12(西班牙),101分钟,捆着我，困着我(港/台) / Tie Me Up ! Tie Me Down !,tt0101026,7.4,30282,15.9%,45.5%
1294323,https://movie.douban.com/subject/1294323/,第一滴血 First Blood (1982),特德·科特切夫,迈克尔·科佐尔 / 威廉·沙克海姆 / 西尔维斯特·史泰龙,西尔维斯特·史泰龙 / 理查德·克里纳 / 布莱恩·丹内利 / 比尔·麦金尼 / 杰克·斯塔雷特 / 更多...,剧情 / 动作 / 冒险,美国,英语,1982-10-22,93分钟,兰博 / Rambo: First Blood,tt0083944,8.3,104589,34.4%,49.7%
1294362,https://movie.douban.com/subject/1294362/,星球大战前传1：幽灵的威胁 Star Wars: Episode I - The Phantom Menace (1999),乔治·卢卡斯,乔治·卢卡斯,连姆·尼森 / 伊万·麦克格雷格 / 娜塔莉·波特曼 / 杰克·洛伊德 / 伊恩·麦克迪阿梅德 / 更多...,动作 / 科幻 / 冒险,美国,英语,1999-11-05(中国大陆) / 1999-05-19(美国) / 2012-02-10(美国),136分钟,星球大战第一集：幽灵的威胁 / 星球大战前传I：魅影危机(港) / 星际大战首部曲：威胁潜伏(台) / 星战前传之魅影危机,tt0120915,8.3,139004,33.5%,47.7%
1294366,https://movie.douban.com/subject/1294366/,霹雳五号 Short Circuit (1986),约翰·班德汉姆,S·S·威尔逊 / 布伦特·马多克,艾丽·西蒂 / 斯蒂夫·古根伯格 / 费舍·史蒂芬斯 / 奥斯汀·潘德尔顿 / G.W.拜利 / 更多...,喜剧 / 科幻 / 家庭,美国,英语,1986-05-09,98 分钟,机器人5号 / 机器人五号,tt0091949,8.6,14945,44.8%,41.3%
1294371,https://movie.douban.com/subject/1294371/,摩登时代 Modern Times (1936),查理·卓别林,查理·卓别林,查理·卓别林 / 宝莲·高黛 / 亨利·伯格曼 / 蒂尼·桑福德 / 切斯特·康克林 / 更多...,剧情 / 喜剧 / 爱情,美国,英语,1936-02-25(美国),87分钟,The Masses / Les Temps modernes,tt0027977,9.3,348889,70.9%,24.9%
1294408,https://movie.douban.com/subject/1294408/,音乐之声 The Sound of Music (1965),罗伯特·怀斯,乔治·胡达勒克 / 霍华德·林赛 / 拉塞尔·克劳斯 / 恩斯特·莱赫曼 / 玛丽亚·冯·特拉普,朱莉·安德鲁斯 / 克里斯托弗·普卢默 / 埃琳诺·帕克 / 理查德·海顿 / 佩吉·伍德 / 更多...,剧情 / 爱情 / 歌舞 / 传记,美国,英语 / 德语,1965-03-02(美国),174分钟,仙乐飘飘处处闻(港) / 真善美(台) / 一个叛逆修女的故事,tt0059742,9.1,686594,62.8%,30.7%
1294417,https://movie.douban.com/subject/1294417/,笑傲江湖2：东方不败 笑傲江湖II東方不敗 (1992),程小东,徐克 / 邓碧燕 / 陈天璇,李连杰 / 林青霞 / 关之琳 / 李嘉欣 / 李子雄 / 更多...,剧情 / 爱情 / 武侠 / 古装,中国香港,粤语,2026(中国大陆) / 1992-06-26(中国香港),107分钟,笑傲江湖之东方不败 / Swordsman 2,tt0103295,8.5,238209,40.7%,45.8%
1294421,https://movie.douban.com/subject/1294421/,伊万的童年 Иваново детство (1962),安德烈·塔可夫斯基 / 爱德华·阿巴洛夫,安德烈·康查洛夫斯基 / 安德烈·塔可夫斯基 / 米哈伊尔·帕帕瓦 / 弗拉基米尔·博戈莫诺夫,尼古拉·布尔里亚耶夫 / 瓦连京·祖布科夫 / 叶甫盖尼·扎里科夫 / 斯捷潘·克雷洛夫 / 尼古拉·格林科 / 更多...,剧情 / 战争,苏联,俄语 / 德语,1962-04-06(苏联),95分钟,伊凡的少年时代(台) / 伊凡的童年 / 伊凡的童年时代 / Ivanovo detstvo / Ivan's Childhood,tt0056111,8.8,55458,51.0%,40.6%
1294433,https://movie.douban.com/subject/1294433/,秋刀鱼之味 秋刀魚の味 (1962),小津安二郎,野田高梧 / 小津安二郎,笠智众 / 岩下志麻 / 冈田茉莉子 / 佐田启二 / 三上真一郎 / 更多...,剧情 / 家庭,日本,日语,1962-11-18(日本),113分钟,一个秋天的下午 / 秋刀鱼的味道 / An Autumn Afternoon / The Taste of Saury / Sanma no aji,tt0056444,8.6,53174,44.9%,43.8%
1294438,https://movie.douban.com/subject/1294438/,假面 Persona (1966),英格玛·伯格曼,英格玛·伯格曼,毕比·安德松 / 丽芙·乌曼 / 玛格丽塔·克罗克 / 古纳尔·布约恩施特兰德 / 约根·林德斯特伦,剧情 / 惊悚,瑞典,瑞典语 / 英语,1966-10-18(瑞典),85分钟,性格 / 人物,tt0060827,8.8,44879,52.9%,35.2%
1294461,https://movie.douban.com/subject/1294461/,仙履奇缘 Cinderella (1950),克莱德·杰洛尼米 / 威尔弗雷德·杰克逊 / 汉密尔顿·卢斯科,比尔·皮特 / 厄尔德曼·彭纳 / 特德·西尔斯 / 夏尔·佩罗,艾琳·伍兹 / 艾莉诺·阿德里 / 薇娜·费尔顿,爱情 / 动画 / 歌舞 / 奇幻,美国,英语,1950-03-04(美国),74分钟,灰姑娘 / 辛德瑞拉,tt0042332,8.5,82544,38.6%,46.9%
1294488,https://movie.douban.com/subject/1294488/,少年黄飞鸿之铁马骝 少年黃飛鴻之鐵馬騮 (1993),袁和平,邓碧燕 / 刘大木 / 徐克,甄子丹 / 王静莹 / 于荣光 / 李辉 / 曾思敏 / 更多...,喜剧 / 动作 / 犯罪 / 武侠 / 古装,中国香港,粤语,1993-09-03,90 分钟 / USA: 85 分钟,少年黄飞鸿之铁猴子(台) / Iron Monkey,tt0108148,7.7,29282,19.4%,49.2%
1294490,https://movie.douban.com/subject/1294490/,上帝也疯狂2 The Gods Must Be Crazy II (1989),加美·尤伊斯,加美·尤伊斯,历苏 / Lena Farugia / Hans Strydom,喜剧,南非 / 博茨瓦纳,英语 / 南非荷兰语 / Ungwatsi,1989-07-26,98 分钟,上帝也疯狂续集 / 上帝一定发疯了 (下) / 众神也疯狂 (下) / 逃脱死亡,tt0097443,8.8,61329,52.0%,36.9%
1294497,https://movie.douban.com/subject/1294497/,飓风 The Hurricane (1999),诺曼·杰威森,Armyan Bernstein / Dan Gordon,丹泽尔·华盛顿 / 维斯勒·夏农 / 黛博拉·卡拉·安格 / 列维·施瑞博尔 / 约翰·汉纳,剧情 / 传记 / 运动,美国,英语,1999-12-14(美国),146分钟,捍卫正义 / 黑罪风云 / 黑色飓风,tt0174856,8.4,16432,38.0%,47.2%
1294503,https://movie.douban.com/subject/1294503/,紫色 The Color Purple (1985),史蒂文·斯皮尔伯格,门诺·迈依杰斯 / 艾丽斯·沃克,丹尼·格洛弗 / 乌比·戈德堡 / 玛格丽特·艾弗瑞 / 奥普拉·温弗瑞 / 威拉德·E·普 / 更多...,剧情,美国,英语,1985-12-18(美国),154分钟,紫色姊妹花,tt0088939,8.7,45494,47.5%,41.5%
1294540,https://movie.douban.com/subject/1294540/,你那边几点 你那邊幾點 (2001),蔡明亮,蔡明亮 / 杨璧莹,李康生 / 陈湘琪 / 陆弈静 / 苗天 / 叶童 / 更多...,剧情 / 爱情,法国 / 中国台湾,英语 / 法语 / 汉语普通话 / 台语,2001-09-26,116 分钟,你那边几点？ / What Time Is It There? / 7 to 400 Blows,tt0269746,8,20265,26.5%,49.5%
1294561,https://movie.douban.com/subject/1294561/,太极张三丰 太極張三豐 (1993),袁和平,叶广俭,李连杰 / 杨紫琼 / 钱小豪 / 袁洁莹 / 袁祥仁 / 更多...,喜剧 / 动作 / 武侠 / 古装,中国香港 / 中国大陆,粤语 / 汉语普通话,1993-11-18(中国香港),96分钟,The Tai-chi Master / Twin Warriors / Tai ji: Zhang San Feng,tt0108281,8.1,200331,28.9%,50.3%
1294562,https://movie.douban.com/subject/1294562/,虎！虎！虎！ Tora! Tora! Tora! (1970),理查德·弗莱彻 / 深作欣二 / 舛田利雄,拉里·福里斯特 / 小国英雄 / 菊岛隆三 / 戈登·W·普兰格 / 拉迪斯拉斯·法拉戈 / 更多...,马丁·鲍尔萨姆 / 山村聪 / 杰森·罗巴兹 / 约瑟夫·科顿 / 三桥达也 / 更多...,剧情 / 历史 / 战争,日本 / 美国,英语 / 日语,1970-09-23(美国),145分钟 / 149分钟(加长版),偷袭珍珠港,tt0066473,8.4,33108,34.5%,51.2%
1294565,https://movie.douban.com/subject/1294565/,五至七时的克莱奥 Cléo de 5 à 7 (1962),阿涅斯·瓦尔达,阿涅斯·瓦尔达,科琳娜·马尔尚 / 安托万·布尔塞耶 / 多米妮克·达夫雷 / 多萝泰·布兰克 / 米歇尔·勒格朗 / 更多...,剧情 / 喜剧 / 音乐,法国 / 意大利,法语,1962-04-11(法国),90 分钟,五至七时的奇奥 / 五至七时的克利奥 / 五点到七点的克莱奥 / 克莱欧的五到七 / 克莱奥的五点到七点 / 5点到7点的克莱奥 / Cleo from 5 to 7,tt0055852,8.7,40579,44.2%,45.9%
1294570,https://movie.douban.com/subject/1294570/,爱情短片 Krótki film o miłości (1988),克日什托夫·基耶斯洛夫斯基,克日什托夫·基耶斯洛夫斯基 / 克日什托夫·皮耶谢维奇,格拉日娜·沙波沃夫斯卡 / 奥拉夫·卢巴申科 / 斯特凡尼亚·伊文斯卡 / 比奥迪·玛查里卡 / 阿图尔·巴奇斯 / 更多...,剧情 / 爱情,波兰,波兰语 / 葡萄牙语,1988-10-21(波兰),88分钟,情路长短调(台) / 关于爱情的短片 / 情诫 / A Short Film About Love,tt0095467,8.7,36465,50.3%,38.1%
1294573,https://movie.douban.com/subject/1294573/,尤里西斯的凝视 Το βλέμμα του Οδυσσέα (1995),西奥·安哲罗普洛斯,西奥·安哲罗普洛斯 / 托尼诺·格拉 / 帕特罗斯·马可瑞斯 / 乔治·席尔瓦尼 / Kaii Tsitseli / 更多...,哈威·凯特尔 / 厄兰·约瑟夫森 / 玛雅·摩根斯特恩 / 萨纳西斯·韦戈斯 / Giorgos Mihalakopoulos / 更多...,剧情 / 历史 / 战争,希腊 / 法国 / 意大利 / 德国 / 英国 / 南斯拉夫 / 罗马尼亚 / 阿尔巴尼亚 / 波黑,英语 / 希腊语 / 保加利亚语 / 阿尔巴尼亚语 / 塞尔维亚语 / 罗马尼亚语 / 库尔德语 / 马其顿语 / 德语,1995-05-24(戛纳电影节),176 分钟,尤里西斯的生命之旅 / 尤里西斯之旅 / 尤利西斯的凝望 / 尤利西斯的凝视 / Ulysses' Gaze,tt0114863,9,15622,60.3%,30.9%
1294584,https://movie.douban.com/subject/1294584/,雌雄大盗 Bonnie and Clyde (1967),阿瑟·佩恩,大卫·纽曼 / 罗伯特·本顿 / 罗伯特·汤,沃伦·比蒂 / 费·唐纳薇 / 迈克尔·波拉德 / 吉恩·哈克曼 / 埃斯特尔·帕森斯 / 更多...,动作 / 传记 / 犯罪,美国,英语,1967-08-13(美国),111分钟,我俩没有明天(台) / 邦妮和克莱德 / 抢钱夫妻,tt0061418,8.2,56351,29.8%,51.9%
1294638,https://movie.douban.com/subject/1294638/,E.T.外星人 E.T. the Extra-Terrestrial (1982),史蒂文·斯皮尔伯格,梅丽莎·马西森,亨利·托马斯 / 迪·沃伦斯 / 罗伯特·麦克纳夫顿 / 德鲁·巴里摩尔 / 彼德·考约特,剧情 / 科幻,美国,英语,2002-06-20(中国大陆) / 1982-05-26(戛纳电影节) / 1982-06-11(美国),115分钟 / 120分钟(加长版),外星人E.T. / 外星人 / ET / E.T. the Extra-Terrestrial / A Boy's Life,tt0083866,8.6,356039,42.7%,44.6%
1294639,https://movie.douban.com/subject/1294639/,勇敢的心 Braveheart (1995),梅尔·吉布森,兰道尔·华莱士,梅尔·吉布森 / 苏菲·玛索 / 布莱恩·考克斯 / 詹姆斯·科兹莫 / 辛·劳洛 / 更多...,剧情 / 动作 / 传记 / 历史 / 战争,美国,英语 / 法语 / 拉丁语 / 苏格兰盖尔语,1995-05-18(西雅图电影节) / 1995-05-24(美国),178分钟,惊世未了缘(港) / 梅尔吉勃逊之英雄本色(台),tt0112573,8.9,608037,56.3%,34.1%
1294689,https://movie.douban.com/subject/1294689/,中央舞台 Center Stage (2000),尼古拉斯·希特纳,Carol Heikkinen,彼得·盖勒 / Ilia Kulik / 佐伊·索尔达娜 / 阿曼达·舒尔 / Susan May / 更多...,剧情 / 歌舞,美国,英语,2000-05-12,115 分钟,舞国英雄谱(台) / 舞国英雄传 / 中心舞台 / 舞台中心,tt0210616,8.2,9347,30.7%,48.8%
1294693,https://movie.douban.com/subject/1294693/,荆轲刺秦王 (1998),陈凯歌,陈凯歌 / 王培公,巩俐 / 张丰毅 / 李雪健 / 王志文 / 孙周 / 更多...,剧情 / 历史 / 古装,中国大陆 / 日本 / 法国,汉语普通话,1998-10-08(中国大陆),162分钟 / 169分钟(日本),始皇帝暗杀 / 刺秦 / The Emperor And The Assassin,tt0162866,8.2,95497,34.7%,45.2%
1294699,https://movie.douban.com/subject/1294699/,午夜狂奔 Midnight Run (1988),马丁·布莱斯特,乔治·加洛,罗伯特·德尼罗 / 查尔斯·格罗丁 / 亚非特·科托 / 约翰·阿什顿 / 丹尼斯·法里纳 / 更多...,喜剧 / 动作 / 犯罪 / 冒险,美国,英语,1988-07-20(美国),126 分钟,,tt0095631,8.7,51067,44.5%,44.5%
1294732,https://movie.douban.com/subject/1294732/,老师不是人 The Faculty (1998),罗伯特·罗德里格兹,凯文·威廉姆森,乔丹娜·布鲁斯特 / 克里·杜瓦尔 / 劳拉·哈里斯 / 乔什·哈奈特 / 肖恩·海托西 / 更多...,科幻 / 悬疑 / 惊悚 / 恐怖,美国,英语,1998-12-25(美国),104分钟,夺命高校 / 异种教师 / 异种教师Feelers,tt0133751,6.9,20607,9.9%,34.9%
1294753,https://movie.douban.com/subject/1294753/,追梦赤子心 Rudy (1993),大卫·安斯鲍夫,安吉罗·皮佐,西恩·奥斯汀 / 乔恩·费儒 / 尼德·巴蒂 / 查尔斯·达顿 / 莉莉·泰勒 / 更多...,剧情 / 传记 / 运动,美国,英语,1993-09-18(多伦多电影节) / 1993-10-13(美国),114分钟 / 127分钟(导演剪辑版),豪情好家伙 / 鲁迪传奇,tt0108002,8.7,68505,50.2%,38.1%
1294756,https://movie.douban.com/subject/1294756/,历劫佳人 Touch of Evil (1958),奥逊·威尔斯,奥逊·威尔斯 / 惠特·马斯特森,查尔顿·赫斯顿 / 珍妮特·利 / 奥逊·威尔斯 / 约瑟夫·卡利亚 / 阿基姆·坦米罗夫 / 更多...,惊悚 / 犯罪 / 黑色电影,美国,英语 / 西班牙语,1958-04-23(美国),95分钟(剧场版) / 108分钟(加长版) / 111分钟(重剪版),狂野生死恋 / 历劫名花 / 邪恶的接触 / 邪恶之触 / 恶之触,tt0052311,8,12865,26.9%,50.0%
1294766,https://movie.douban.com/subject/1294766/,泰山 Tarzan (1999),克里斯·巴克 / 凯文·利玛,泰布·墨菲 / 鲍勃·祖迪克 / 诺尼·怀特 / 斯蒂芬·安德森 / Carole Holliday / 更多...,布耐恩·布莱塞得 / 格伦·克洛斯 / 明妮·德里弗 / 托尼·戈德温 / 奈杰尔·霍桑 / 更多...,剧情 / 动画 / 家庭 / 冒险,美国,英语,1999-06-18(美国),88分钟,人猿泰山 / Tarzán,tt0120855,7.8,111943,19.8%,49.7%
1294781,https://movie.douban.com/subject/1294781/,卡比利亚之夜 Le notti di Cabiria (1957),费德里科·费里尼,费德里科·费里尼 / 恩尼奥·弗拉亚诺 / 图里奥·皮内利 / 皮埃尔·保罗·帕索里尼 / 布鲁内洛·龙迪,朱丽叶塔·马西纳 / 弗朗索瓦·佩里埃 / 弗兰卡·马尔齐 / 多里安·格雷 / 阿尔多·西尔瓦尼 / 更多...,剧情,意大利 / 法国,意大利语,1957-05-11(戛纳电影节) / 1957-10-03(意大利),110分钟 / 117分钟(修复版),花街春梦(港) / 卡比莉亚之夜(台) / 她在黑夜中 / 卡比里亚之夜 / 一个女人的夜晚 / Nights of Cabiria,tt0050783,9.1,51028,62.4%,31.1%
1294789,https://movie.douban.com/subject/1294789/,第九道门 The Ninth Gate (1999),罗曼·波兰斯基,阿图罗·佩雷斯–雷维特 / 约翰·布朗约翰 / 恩里克·乌尔维苏 / 罗曼·波兰斯基,约翰尼·德普 / 弗兰克·兰格拉 / 莉娜·奥琳 / 艾玛纽尔·塞尼耶 / 芭芭拉·杰夫德 / 更多...,剧情 / 悬疑 / 惊悚 / 恐怖 / 奇幻,法国 / 西班牙 / 美国,英语 / 法语 / 拉丁语 / 葡萄牙语 / 西班牙语,1999-08-25,133 分钟,魔鬼手记 / 鬼上门,tt0142688,7.3,48219,14.8%,40.6%
